0.19783,0.65445,-1
0.57238,0.49508,-1
0.40104,0.83466,1
0.41207,0.7619,1
0.18888,0.98738,1
0.69782,0.61302,1
0.70336,0.13938,1
0.89124,0.65365,1
0.16189,0.72874,1
0.26572,0.45829,-1
0.41966,0.25563,-1
0.95164,0.87726,1
0.71847,0.69125,1
0.1292,0.2877,-1
0.91457,0.69564,1
0.18519,0.56991,-1
0.29172,0.90412,1
0.62754,0.081121,-1
0.06439,0.15223,-1
0.83958,0.75445,1
0.88815,0.64063,1
0.94736,0.9732,1
0.35391,0.73563,1
0.43636,0.055348,-1
0.77571,0.59301,-1
0.74392,0.86859,1
0.76312,0.40852,-1
0.55075,0.9233,1
0.78345,0.66229,1
0.842,0.57662,1
0.5188,0.83651,1
0.4771,0.076632,-1
0.43989,0.16948,1
0.71418,0.19351,1
0.75253,0.49518,1
0.80736,0.3047,1
0.92992,0.38099,1
0.4618,0.61896,-1
0.9758,0.1414,-1
0.57122,0.27888,-1
0.35132,0.28965,-1
0.13178,0.42901,-1
0.52202,0.91115,1
0.078807,0.58868,-1
0.57622,0.61992,1
0.97531,0.59689,1
0.94715,0.014991,-1
0.10148,0.22936,-1
0.42261,0.016052,-1
0.66445,0.089431,-1
0.80923,0.69485,1
0.8616,0.56014,1
0.76687,0.56433,1
0.84242,0.0044439,-1
0.75621,0.6409,1
0.56709,0.62741,1
0.60017,0.58124,1
0.12266,0.75725,-1
0.33441,0.13321,-1
0.97123,0.45708,1
0.51139,0.058617,-1
0.32042,0.7541,1
0.55296,0.75676,1
0.34426,0.28239,-1
0.64549,0.57748,1
0.58734,0.6607,1
0.40932,0.12779,-1
0.26256,0.77638,1
0.13784,0.0087526,-1
0.71352,0.81564,1
0.4535,0.59592,-1
0.84565,0.98313,1
0.038931,0.21464,-1
0.30004,0.43952,-1
0.080406,0.46287,-1
0.20187,0.38353,-1
0.11651,0.39016,-1
0.20515,0.26254,-1
0.93943,0.44854,1
0.26935,0.41417,-1
0.15377,0.60388,-1
0.65575,0.46866,1
0.41552,0.039161,-1
0.60482,0.15327,-1
0.14127,0.47641,-1
0.79801,0.75951,1
0.77585,0.020405,-1
0.16556,0.79535,1
0.24442,0.26606,-1
0.81548,0.44646,1
0.88458,0.18871,1
0.40703,0.13013,-1
0.58331,0.52923,-1
0.31552,0.83986,1
0.73045,0.84483,1
0.52566,0.053286,-1
0.6956,0.47166,1
0.45713,0.91675,1
0.38152,0.27898,-1
0.8808,0.80296,1
