0.082074,0.030251,1
0.22022,0.15711,1
0.97691,0.65821,1
0.91145,0.60757,1
0.63162,0.65916,1
0.9923,0.44968,1
0.58754,0.1972,-1
0.39371,0.20728,1
0.33318,0.34837,1
0.6776,0.70427,1
0.67616,0.10084,-1
0.3711,0.57426,-1
0.45352,0.83517,1
0.69295,0.057667,1
0.34748,0.067862,1
0.14478,0.11501,1
0.36385,0.04193,1
0.78803,0.28611,-1
0.94644,0.23208,1
0.081439,0.9174,1
0.89975,0.37464,1
0.80212,0.62446,-1
0.74069,0.49062,-1
0.28359,0.71225,-1
0.69165,0.95248,1
0.096816,0.19106,1
0.98138,0.58913,1
0.89958,0.74527,1
0.84567,0.3197,-1
0.6492,0.7304,1
0.68375,0.63082,-1
0.46173,0.90057,1
0.83119,0.41532,-1
0.62008,0.28646,-1
0.88254,0.943,1
0.062888,0.3272,1
0.6573,0.99722,1
0.96542,0.97233,1
0.084389,0.75712,1
0.16239,0.15618,1
0.65119,0.81237,1
0.24087,0.97823,1
0.75376,0.4008,-1
0.28275,0.11045,1
0.40964,0.55069,-1
0.47748,0.63754,1
0.017427,0.79106,1
0.69157,0.05839,1
0.57065,0.36828,1
0.93049,0.88449,1
0.3071,0.69105,-1
0.031709,0.56905,1
0.54775,0.93944,1
0.52085,0.30617,1
0.78681,0.79917,-1
0.666,0.3921,-1
0.9863,0.94508,1
0.69162,0.2579,-1
0.55005,0.56862,1
0.62915,0.87385,1
0.97035,0.68115,1
0.12518,0.2494,1
0.31938,0.58866,-1
0.36271,0.37471,1
0.71711,0.99136,1
0.79807,0.71278,-1
0.24598,0.058561,1
0.25444,0.44797,-1
0.97303,0.74964,1
0.97071,0.095583,1
0.11512,0.2882,1
0.97359,0.45271,1
0.81689,0.87618,1
0.60881,0.84151,1
0.28219,0.57595,-1
0.73135,0.78077,1
0.031876,0.62303,1
0.74754,0.34267,-1
0.9416,0.055954,1
0.52456,0.76907,1
0.6647,0.37812,-1
0.56914,0.10163,1
0.86939,0.61669,1
0.29666,0.24754,1
0.010693,0.98218,1
0.42681,0.91081,1
0.23393,0.46224,-1
0.44739,0.09677,1
0.53343,0.80918,1
0.59037,0.51445,1
0.70171,0.80683,1
0.018739,0.026133,1
0.10322,0.65535,1
0.64109,0.34952,-1
0.86941,0.89672,1
0.23131,0.85127,-1
0.43108,0.14647,1
0.9876,0.25177,1
0.17692,0.78563,-1
0.71591,0.45418,-1
